,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
11536,Jan,3,Saturday,Toyota,Rural,Wednesday,Jan,3,Female,Married,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12142,8,400,1,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,1,3
11537,Jan,2,Tuesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12939,1,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,3
11538,Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13377,5,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,3
11539,Jan,2,Thursday,Mazda,Urban,Wednesday,Jan,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13378,13,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,1 year,2 vehicles,1996,Collision,1,3
11540,Jan,3,Tuesday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,78,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13566,16,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1,3
11541,Sep,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13674,10,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,1,3
11542,Jan,3,Saturday,Honda,Urban,Wednesday,Jan,3,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13688,11,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11543,Jan,2,Friday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,64,Policy Holder,Sport - All Perils,Sport,30000 to 39000,0,13741,8,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,3
11544,Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Female,Married,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13748,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,3
11545,Jan,3,Monday,Toyota,Urban,Wednesday,Jan,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13778,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11546,Jan,2,Tuesday,Honda,Urban,Wednesday,Jan,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,14223,1,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,1,3
11547,Jan,3,Tuesday,Honda,Urban,Wednesday,Jan,3,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14280,5,400,2,more than 30,more than 30,2 to 4,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11548,Jan,2,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14719,5,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,3
11549,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,3,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14728,1,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,3
11550,Jan,2,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,15106,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,1,3
11551,Dec,4,Friday,Pontiac,Urban,Wednesday,Jan,3,Female,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,15386,13,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,3
11552,Jan,3,Wednesday,Honda,Urban,Thursday,Jan,3,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11633,15,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,4
11553,Jan,2,Friday,Pontiac,Urban,Thursday,Jan,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11704,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,4
11554,Dec,5,Friday,Pontiac,Urban,Thursday,Jan,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12026,13,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,4
11555,Nov,2,Monday,Ford,Urban,Thursday,Jan,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12440,12,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,4
11556,Jan,2,Tuesday,Toyota,Urban,Thursday,Jan,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12730,9,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,1,4
11557,Jan,3,Sunday,Ford,Urban,Thursday,Jan,3,Male,Married,56,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12960,3,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1996,Collision,1,4
11558,Jan,3,Sunday,Mazda,Urban,Thursday,Jan,3,Female,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13366,3,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,4
11559,Jan,1,Monday,Honda,Urban,Thursday,Jan,3,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13367,14,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1996,Liability,1,4
11560,Jan,2,Saturday,Pontiac,Urban,Thursday,Jan,3,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13569,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1,4
11561,Jan,3,Thursday,Mazda,Urban,Thursday,Jan,3,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13673,8,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,4
11562,Jan,2,Tuesday,Pontiac,Urban,Thursday,Jan,3,Male,Single,64,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13716,8,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1,4
11563,Jan,3,Sunday,Toyota,Rural,Thursday,Jan,3,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13747,10,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,4
11564,Jan,3,Wednesday,Mazda,Urban,Thursday,Jan,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13850,7,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,4
11565,Jan,3,Sunday,Pontiac,Urban,Thursday,Jan,3,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,14173,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,4
11566,Dec,3,Thursday,Pontiac,Urban,Thursday,Jan,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14449,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,1,4
11567,Jan,3,Friday,Ford,Urban,Thursday,Jan,3,Male,Married,46,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,15377,5,700,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,1,4
11568,Jan,3,Wednesday,Toyota,Urban,Friday,Jan,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11845,6,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,1,5
11569,Dec,3,Thursday,Honda,Urban,Friday,Jan,3,Male,Married,57,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12019,15,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,1,5
11570,Jan,1,Wednesday,Honda,Urban,Friday,Jan,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12032,1,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,1,5
11571,Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12040,8,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,5
11572,Jan,3,Sunday,Toyota,Urban,Friday,Jan,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12075,1,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1,5
11573,Jan,1,Thursday,Ford,Urban,Friday,Jan,3,Female,Single,33,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13476,12,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1,5
11574,Jan,1,Sunday,Pontiac,Urban,Friday,Jan,3,Female,Single,34,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13495,11,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,5
11575,Jun,1,Thursday,Toyota,Urban,Friday,Jan,3,Male,Married,39,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13578,13,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,5
11576,Jan,2,Sunday,Pontiac,Urban,Friday,Jan,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13740,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,1,5
11577,Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,3,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13744,3,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,5
11578,Jan,3,Tuesday,Toyota,Urban,Friday,Jan,3,Male,Married,78,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13779,2,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,5
11579,Jan,3,Sunday,Toyota,Urban,Friday,Jan,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15102,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,5
11580,Jan,2,Friday,Mazda,Rural,Friday,Jan,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15216,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1,5
11581,Oct,5,Saturday,Pontiac,Rural,Friday,Jan,3,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15306,1,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,1,5
11582,Jan,2,Friday,Mazda,Rural,Saturday,Jan,3,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,14423,11,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,6
11583,Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11659,7,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11584,Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11764,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,1,1
11585,Jan,4,Saturday,Toyota,Rural,Monday,Jan,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11829,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11586,Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11875,14,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,1
11587,Jan,3,Saturday,Pontiac,Urban,Monday,Jan,4,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11884,6,500,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,1,1
11588,Jan,3,Tuesday,Pontiac,Urban,Monday,Jan,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11925,15,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11589,Jan,4,Saturday,Pontiac,Urban,Monday,Jan,4,Female,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11953,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1,1
11590,Jan,4,Friday,Toyota,Urban,Monday,Jan,4,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11955,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11591,Jan,3,Thursday,Honda,Urban,Monday,Jan,4,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12285,8,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,1,1
11592,Jan,3,Friday,Pontiac,Urban,Monday,Jan,4,Female,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13401,11,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,1
11593,Jan,4,Saturday,Mazda,Rural,Monday,Jan,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13543,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11594,Jan,3,Thursday,Mazda,Urban,Monday,Jan,4,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13750,8,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,1
11595,Jan,2,Monday,Toyota,Urban,Monday,Jan,4,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13898,4,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,1,1
11596,Dec,3,Thursday,Honda,Urban,Monday,Jan,4,Male,Married,51,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,13973,4,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,1
11597,Dec,4,Monday,Accura,Urban,Monday,Jan,4,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14312,2,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,1,1
11598,Jan,3,Wednesday,Pontiac,Urban,Monday,Jan,4,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15214,10,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,1
11599,Jan,4,Monday,Accura,Urban,Monday,Jan,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15294,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Collision,1,1
11600,Jan,4,Monday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11693,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,1,2
11601,Jan,3,Sunday,Pontiac,Urban,Tuesday,Jan,4,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11779,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,2
11602,Jun,4,Wednesday,Chevrolet,Urban,Tuesday,Jan,4,Male,Married,61,Third Party,Sedan - Liability,Sport,40000 to 59000,0,11983,8,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,Internal,1 to 2,no change,1 vehicle,1996,Liability,1,2
11603,Jan,4,Monday,Chevrolet,Urban,Tuesday,Jan,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12047,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1,2
11604,Jan,4,Sunday,BMW,Urban,Tuesday,Jan,4,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12286,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,1 year,2 vehicles,1996,Collision,1,2
11605,Oct,5,Sunday,Toyota,Urban,Tuesday,Jan,4,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13384,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1,2
11606,Jan,4,Tuesday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13485,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,2
11607,Jan,3,Thursday,Toyota,Urban,Tuesday,Jan,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,13529,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,2
11608,Oct,3,Friday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14135,13,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,2
11609,Dec,5,Thursday,Toyota,Urban,Tuesday,Jan,4,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14161,12,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,2
11610,Jan,3,Monday,Toyota,Urban,Tuesday,Jan,4,Female,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14302,3,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,1,2
11611,Jan,2,Thursday,Accura,Urban,Tuesday,Jan,4,Male,Married,63,Policy Holder,Utility - All Perils,Utility,more than 69000,0,15215,1,400,3,more than 30,more than 30,none,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,2
11612,Jan,4,Tuesday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15281,9,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,2
11613,Jan,4,Sunday,Pontiac,Urban,Tuesday,Jan,4,Male,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15293,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,2
11614,Jan,4,Sunday,Mazda,Urban,Tuesday,Jan,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15295,10,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,2
11615,Jan,4,Tuesday,Mazda,Urban,Tuesday,Jan,4,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15329,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,2
11616,Jan,4,Saturday,Toyota,Rural,Tuesday,Jan,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15364,9,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,2
11617,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11846,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11618,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11926,16,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,3
11619,Jan,4,Wednesday,Honda,Urban,Wednesday,Jan,4,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11994,16,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11620,Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,64,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12046,13,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,1,3
11621,Jan,4,Monday,Honda,Urban,Wednesday,Jan,4,Male,Married,62,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12437,2,400,4,more than 30,more than 30,none,new,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1,3
11622,Jan,2,Friday,Honda,Urban,Wednesday,Jan,4,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12439,12,400,4,more than 30,more than 30,1,new,16 to 17,Yes,No,External,none,no change,1 vehicle,1996,All Perils,1,3
11623,Jan,2,Saturday,Honda,Urban,Wednesday,Jan,4,Male,Married,59,Third Party,Sedan - Collision,Sedan,more than 69000,0,13589,5,400,2,more than 30,more than 30,none,new,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11624,Jan,4,Saturday,Mazda,Urban,Wednesday,Jan,4,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13672,3,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,1,3
11625,Jan,4,Wednesday,Honda,Urban,Wednesday,Jan,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13893,12,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,1,3
11626,Jan,4,Friday,Toyota,Urban,Wednesday,Jan,4,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15363,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11627,Jan,4,Tuesday,Toyota,Urban,Thursday,Jan,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11786,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,4
11628,Jan,4,Thursday,Toyota,Urban,Thursday,Jan,4,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11817,3,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,1,4
11629,Jan,3,Monday,Toyota,Urban,Thursday,Jan,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11837,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,4
11630,Dec,5,Saturday,Honda,Urban,Thursday,Jan,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11941,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,4
11631,Jan,4,Saturday,Pontiac,Urban,Thursday,Jan,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12172,14,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,1,4
11632,Dec,1,Thursday,Honda,Urban,Thursday,Jan,4,Male,Married,41,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13720,2,500,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,1,4
11633,Jan,4,Monday,VW,Rural,Thursday,Jan,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14405,15,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision,1,4
11634,Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,4,Male,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14634,12,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,4
11635,Sep,4,Tuesday,Honda,Urban,Thursday,Jan,4,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,15155,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1,4
